HighestPathway	HigherPathway	Pathway	KO
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00001
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00002
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00003
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00005
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00007
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00008
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00009
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00010
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00011
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00012
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00013
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00014
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00015
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00016
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00018
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00019
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00020
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00021
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00022
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00023
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00024
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00025
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00026
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00028
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00029
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00030
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00031
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00032
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00033
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00034
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00035
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00036
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00037
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00038
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00039
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00040
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00041
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00042
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00043
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00044
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00045
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00048
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00049
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00051
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00052
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00053
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00055
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00058
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00059
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00060
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00061
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00062
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00063
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00064
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00065
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00066
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00067
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00068
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00070
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00071
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00072
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00073
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00074
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00075
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00077
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00078
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00079
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00081
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00082
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00083
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00084
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00086
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00087
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00088
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00090
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00093
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00094
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00097
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00099
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00100
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00101
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00102
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00103
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00104
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00106
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00107
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00108
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00109
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00114
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00115
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00116
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00117
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00121
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00122
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00123
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00124
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00125
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00126
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00127
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00128
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00129
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00130
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00131
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00132
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00133
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00134
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00135
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00137
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00138
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00139
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00140
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00141
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00143
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00145
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00146
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00147
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00148
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00149
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00150
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00151
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00152
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00156
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00157
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00158
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00161
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00162
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00163
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00164
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00166
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00167
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00169
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00170
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00171
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00172
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00174
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00175
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00176
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00177
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00184
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00185
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00186
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00187
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00188
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00189
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00192
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00193
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00194
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00195
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00196
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00197
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00198
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00200
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00201
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00202
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00203
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00204
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00205
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00206
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00207
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00208
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00209
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00211
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00212
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00213
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00214
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00215
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00217
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00218
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00220
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00222
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00223
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00225
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00226
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00227
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00228
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00230
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00231
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00232
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00234
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00235
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00236
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00237
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00239
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00240
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00241
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00242
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00244
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00245
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00246
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00247
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00248
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00249
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00251
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00252
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00253
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00254
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00255
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00259
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00260
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00261
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00262
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00263
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00264
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00265
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00266
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00270
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00271
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00272
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00273
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00274
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00275
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00276
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00278
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00281
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00282
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00283
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00285
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00286
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00287
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00288
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00289
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00290
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00293
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00294
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00295
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00296
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00297
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00299
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00300
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00301
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00302
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00303
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00304
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00305
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00306
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00307
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00309
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00310
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00314
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00315
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00316
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00317
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00318
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00319
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00320
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00322
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00323
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00324
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00325
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00330
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00331
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00332
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00333
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00334
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00335
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00336
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00337
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00338
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00339
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00340
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00341
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00342
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00343
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00355
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00357
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00360
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00362
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00363
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00364
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00365
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00366
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00367
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00368
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00370
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00371
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00372
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00374
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00376
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00380
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00381
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00382
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00383
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00385
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00386
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00387
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00390
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00392
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00394
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00395
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00399
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00400
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00401
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00402
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00404
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00405
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00406
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00407
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00410
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00411
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00412
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00413
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00414
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00415
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00416
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00417
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00418
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00419
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00420
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00422
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00423
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00430
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00431
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00432
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00434
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00435
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00440
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00441
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00442
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00443
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00446
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00448
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00449
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00450
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00451
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00452
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00453
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00454
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00455
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00456
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00457
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00458
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00459
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00460
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00461
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00462
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00463
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00466
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00467
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00468
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00469
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00471
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00472
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00473
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00474
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00475
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00480
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00481
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00483
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00484
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00486
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00487
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00488
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00489
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00491
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00495
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00497
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00498
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00499
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00500
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00501
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00502
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00503
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00505
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00506
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00507
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00508
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00509
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00510
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00511
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00512
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00513
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00514
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00515
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00523
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00524
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00525
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00526
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00527
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00529
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00531
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00541
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00542
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00543
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00544
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00545
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00546
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00547
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00548
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00549
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00550
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00551
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00552
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00553
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00558
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00559
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00560
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00562
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00568
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00570
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00577
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00578
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00579
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00580
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00581
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00582
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00583
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00584
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00588
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00589
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00591
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00594
